,accuracy,AUROC,loss,AUPRC,val_accuracy,val_AUROC,val_loss,val_AUPRC,lr
0,0.937260687351,0.907835781574,0.189005702734,0.752713739872,0.619553864002,0.802055537701,0.635215520859,0.341669410467,0.0010000000475
1,0.943811118603,0.920756101608,0.17193505168,0.789228498936,0.883051931858,0.814010858536,0.301343947649,0.503928899765,0.0010000000475
2,0.946987569332,0.926091313362,0.165178388357,0.804680585861,0.883051931858,0.835886836052,0.532422840595,0.467250287533,0.0010000000475
3,0.948254883289,0.930543959141,0.161200419068,0.813228130341,0.440275162458,0.60507440567,0.697120785713,0.150208726525,0.0010000000475
4,0.955194830894,0.946716368198,0.142504408956,0.849566817284,0.926203906536,0.919129550457,0.194841846824,0.783200562,0.00010000000475
5,0.959292948246,0.954114794731,0.132090181112,0.867561817169,0.924640417099,0.916372060776,0.215017065406,0.792190909386,0.00010000000475
6,0.963221013546,0.962250113487,0.119577862322,0.887969017029,0.930581629276,0.910853862762,0.19673126936,0.773820579052,0.00010000000475
7,0.97040784359,0.977206528187,0.0950390249491,0.923607885838,0.953616857529,0.924838364124,0.171003222466,0.813980221748,1.00000006569e-05
8,0.972256660461,0.980828285217,0.0868677198887,0.933862686157,0.952053368092,0.920881390572,0.180787310004,0.803728342056,1.00000006569e-05
9,0.973606228828,0.983206212521,0.0813617929816,0.940460622311,0.952991425991,0.917848706245,0.187702938914,0.806149184704,1.00000006569e-05
10,0.975235641003,0.985812842846,0.0759666785598,0.947253882885,0.953304171562,0.917355000973,0.191722929478,0.806405067444,1.00000011116e-06
11,0.975284993649,0.986002743244,0.0753140971065,0.948265194893,0.952887237072,0.916308879852,0.193220302463,0.805405020714,1.00000011116e-06
12,0.975696444511,0.986427903175,0.0742880553007,0.94962143898,0.952574551105,0.916359126568,0.19358356297,0.805976688862,1.00000008274e-07
13,0.975433111191,0.98622995615,0.0747372731566,0.948840260506,0.952782988548,0.916118323803,0.193795874715,0.805719256401,1.00000008274e-07
14,0.975339889526,0.98631799221,0.0747117251158,0.948833167553,0.952470302582,0.916349470615,0.193886741996,0.805714190006,1.00000008274e-08
15,0.975427627563,0.986419796944,0.0746049061418,0.949192047119,0.952574551105,0.916515886784,0.193764567375,0.806214034557,1.00000008274e-08
16,0.975471556187,0.986373066902,0.0745768174529,0.949089288712,0.952366054058,0.91596442461,0.193854495883,0.805843472481,1.00000008274e-09
17,0.975690960884,0.98638010025,0.0745968222618,0.949261009693,0.952470302582,0.916084349155,0.193843349814,0.805883646011,1.00000008274e-09
18,0.9753947258,0.986261665821,0.074689656496,0.949170231819,0.952470302582,0.916063785553,0.194176733494,0.805711865425,1.00000008274e-10
19,0.975466072559,0.986336231232,0.0745829939842,0.948995232582,0.952678740025,0.915800988674,0.193844750524,0.805908322334,1.00000008274e-10
20,0.975493490696,0.986342668533,0.0746832564473,0.948830962181,0.952366054058,0.916650116444,0.193727523088,0.805928826332,1.00000008274e-11
21,0.97530144453,0.986638367176,0.0744561031461,0.949160993099,0.952470302582,0.91637301445,0.193592280149,0.80625718832,1.00000008274e-11
22,0.975493490696,0.98639690876,0.0745405703783,0.949252605438,0.952366054058,0.915333151817,0.193903148174,0.805396676064,1.00000010442e-12
23,0.975570261478,0.986227214336,0.0746172890067,0.949116647243,0.952574551105,0.915912508965,0.19354249537,0.805538058281,1.00000010442e-12
