,accuracy,AUROC,loss,AUPRC,val_accuracy,val_AUROC,val_loss,val_AUPRC,lr
0,0.968657553196,0.898232340813,0.109570451081,0.490362823009,0.95782071352,0.5358735919,0.292802631855,0.0455591715872,0.0010000000475
1,0.979428648949,0.957079827785,0.0688369944692,0.761162161827,0.0694200322032,0.423066973686,1.04592120647,0.033413734287,0.0010000000475
2,0.984791040421,0.975662112236,0.0503640584648,0.849878191948,0.0448154658079,0.52560120821,2.68306517601,0.0411434136331,0.0010000000475
3,0.992649793625,0.997073113918,0.0247720144689,0.960324048996,0.905096650124,0.748218297958,0.259518027306,0.273018211126,0.00010000000475
4,0.994683802128,0.998764336109,0.0175351426005,0.980605781078,0.454305797815,0.819437801838,2.05566501617,0.153719067574,0.00010000000475
5,0.996070623398,0.999444782734,0.0123930200934,0.990950703621,0.34358522296,0.739279747009,4.12106370926,0.0781591013074,0.00010000000475
6,0.997734844685,0.999805808067,0.009023969993,0.995951771736,0.7442882061,0.938455581665,0.887351036072,0.393230289221,1.00000006569e-05
7,0.997734844685,0.999856293201,0.00824019033462,0.996975421906,0.964850604534,0.954451262951,0.0955497100949,0.888291835785,1.00000006569e-05
8,0.998058438301,0.999883651733,0.00743346335366,0.997608065605,0.990333914757,0.95863199234,0.0466343797743,0.910168349743,1.00000006569e-05
9,0.997919738293,0.99989926815,0.00715562421829,0.997835040092,0.991212666035,0.960035502911,0.04250574857,0.910620689392,1.00000006569e-05
10,0.998289585114,0.99992954731,0.0066231735982,0.99844121933,0.991212666035,0.951106965542,0.0413072034717,0.907689094543,1.00000006569e-05
11,0.998474478722,0.999903321266,0.00667009269819,0.998053908348,0.991212666035,0.96083176136,0.0425923764706,0.908148229122,1.00000006569e-05
12,0.998566925526,0.999965488911,0.00589742977172,0.999186396599,0.990333914757,0.961847007275,0.0412940531969,0.90925103426,1.00000006569e-05
13,0.998751878738,0.999955654144,0.00564751913771,0.999000906944,0.990333914757,0.952271461487,0.0405069217086,0.903265833855,1.00000011116e-06
14,0.99865937233,0.999951004982,0.00565767334774,0.998906135559,0.990333914757,0.95261991024,0.039920989424,0.906455934048,1.00000011116e-06
15,0.998705625534,0.999962031841,0.00556291127577,0.999123096466,0.990333914757,0.952629804611,0.0400236546993,0.905918598175,1.00000011116e-06
16,0.998936772346,0.999965310097,0.00538876699284,0.999201476574,0.990333914757,0.9527592659,0.040174856782,0.906346440315,1.00000011116e-06
17,0.998890519142,0.999966442585,0.00526179792359,0.999240398407,0.990333914757,0.952729344368,0.0401270389557,0.907192230225,1.00000008274e-07
18,0.998705625534,0.999956429005,0.00546583533287,0.999015510082,0.990333914757,0.9527592659,0.0401994809508,0.907035112381,1.00000008274e-07
19,0.999029219151,0.999960482121,0.00525569263846,0.999130129814,0.990333914757,0.952878654003,0.0400553755462,0.906948447227,1.00000008274e-08
20,0.998705625534,0.999964654446,0.00532670225948,0.999188005924,0.992091417313,0.952799022198,0.0400810092688,0.907270669937,1.00000008274e-08
21,0.998566925526,0.999962568283,0.0055302255787,0.999125957489,0.991212666035,0.952878654003,0.0401290655136,0.90686416626,1.00000008274e-09
22,0.998566925526,0.999956011772,0.00563544221222,0.998962759972,0.992091417313,0.952878654003,0.0400888621807,0.907192587852,1.00000008274e-09
23,0.998705625534,0.999956905842,0.00567163713276,0.999001204967,0.991212666035,0.952769219875,0.0400686971843,0.907171845436,1.00000008274e-10
24,0.99865937233,0.999968886375,0.00552403833717,0.999270558357,0.991212666035,0.952818930149,0.0399770662189,0.907540917397,1.00000008274e-10
25,0.998844325542,0.999967634678,0.00532391062006,0.999239206314,0.992091417313,0.952818870544,0.0402084775269,0.906602859497,1.00000008274e-11
26,0.999029219151,0.999950408936,0.00581117346883,0.998882710934,0.991212666035,0.952938437462,0.039917062968,0.907182574272,1.00000008274e-11
27,0.99861317873,0.999954104424,0.00558147858828,0.998948216438,0.991212666035,0.952858805656,0.0402108691633,0.906625390053,1.00000010442e-12
28,0.998705625534,0.999959766865,0.00543020572513,0.999076545238,0.991212666035,0.952858805656,0.0400893874466,0.906712055206,1.00000010442e-12
29,0.998705625534,0.999963641167,0.00560013018548,0.999156475067,0.990333914757,0.952798962593,0.0401773713529,0.906258881092,1.00000011798e-13
30,0.998705625534,0.999954938889,0.0055525181815,0.999000191689,0.991212666035,0.952938377857,0.0400632321835,0.907608568668,1.00000011798e-13
