,accuracy,AUROC,loss,AUPRC,val_accuracy,val_AUROC,val_loss,val_AUPRC,lr
0,0.996423065662,0.932820141315,0.0143599873409,0.517511129379,0.99520534277,0.5,0.874508261681,0.00479466328397,0.0010000000475
1,0.996993601322,0.947736084461,0.0116025907919,0.637471675873,0.99520534277,0.5,0.978537917137,0.00479466328397,0.0010000000475
2,0.99713075161,0.960853874683,0.0106202960014,0.669116973877,0.00479466328397,0.315363109112,2.5919482708,0.00315531250089,0.0010000000475
3,0.998134732246,0.984575688839,0.00647662719712,0.838750004768,0.929539322853,0.968698263168,0.163937106729,0.442535817623,0.00010000000475
4,0.998343169689,0.987056851387,0.00550810946152,0.874470233917,0.890243887901,0.958848714828,0.323378682137,0.131457284093,0.00010000000475
5,0.998502314091,0.99139469862,0.00481648324057,0.895878553391,0.989055633545,0.972999095917,0.0338538736105,0.510704874992,0.00010000000475
6,0.99860650301,0.989934027195,0.00445758458227,0.9076410532,0.976339399815,0.967008709908,0.0544427670538,0.372721076012,0.00010000000475
7,0.998891830444,0.995946884155,0.00371071696281,0.93316411972,0.944757163525,0.967251181602,0.126717209816,0.374947547913,0.00010000000475
8,0.999127686024,0.99684470892,0.00275537534617,0.9622579813,0.997185766697,0.953491330147,0.00954424869269,0.735267221928,1.00000006569e-05
9,0.999281346798,0.998669803143,0.00229039089754,0.974382400513,0.997185766697,0.953781604767,0.009147323668,0.747216582298,1.00000006569e-05
10,0.999281346798,0.999251544476,0.00221243244596,0.974024474621,0.997185766697,0.95364266634,0.00957678258419,0.742066681385,1.00000006569e-05
11,0.999374568462,0.999289631844,0.0020104132127,0.979925274849,0.997289955616,0.943449318409,0.00962934363633,0.73838365078,1.00000011116e-06
12,0.999401986599,0.999873876572,0.00192119565327,0.981952130795,0.99739420414,0.943397045135,0.00964407064021,0.736655116081,1.00000011116e-06
13,0.999418497086,0.999307334423,0.0019221981056,0.981810867786,0.997498452663,0.943507492542,0.00972378067672,0.739165008068,1.00000008274e-07
14,0.999423980713,0.99930793047,0.00188791600522,0.981275558472,0.99739420414,0.943430006504,0.00973757356405,0.73672068119,1.00000008274e-07
15,0.999407470226,0.999302923679,0.0019321028376,0.981516122818,0.99739420414,0.943497121334,0.00970487296581,0.738833665848,1.00000008274e-08
16,0.999396502972,0.999880492687,0.00190532999113,0.982418596745,0.99739420414,0.943486809731,0.00976267270744,0.736192107201,1.00000008274e-08
17,0.999445915222,0.999879658222,0.0019162640674,0.982750654221,0.997289955616,0.943484663963,0.00973389111459,0.737547159195,1.00000008274e-09
18,0.999418497086,0.999284267426,0.00200464413501,0.980166435242,0.997498452663,0.943488061428,0.00970800686628,0.737913370132,1.00000008274e-09
19,0.999401986599,0.999863743782,0.00192735542078,0.980947256088,0.997185766697,0.943457365036,0.00980799552053,0.736887276173,1.00000008274e-10
20,0.999352633953,0.999871313572,0.0019214109052,0.982417166233,0.99739420414,0.943494915962,0.00975773390383,0.738945484161,1.00000008274e-10
21,0.99938005209,0.998717546463,0.00198873202316,0.978802680969,0.997289955616,0.943449437618,0.00968444161117,0.737845897675,1.00000008274e-11
22,0.999385535717,0.999864757061,0.00195975857787,0.981380939484,0.99739420414,0.943499386311,0.00975259765983,0.7387996912,1.00000008274e-11
23,0.999401986599,0.998735666275,0.00193543976638,0.982347905636,0.99739420414,0.943517565727,0.00979503151029,0.739697933197,1.00000010442e-12
24,0.999434947968,0.999310135841,0.00190139922779,0.982084214687,0.997289955616,0.94348013401,0.00977731496096,0.736483454704,1.00000010442e-12
