,AUPRC,AUROC,accuracy,loss,val_AUPRC,val_AUROC,val_accuracy,val_loss,lr
0,0.532515406609,0.906129956245,0.96995985508,0.102460473776,0.0608158074319,0.628480672836,0.107719928026,4.26812887192,0.0010000000475
1,0.793571412563,0.961059570312,0.980896115303,0.0619049035013,0.127689301968,0.597001731396,0.864452421665,0.34924659133,0.0010000000475
2,0.84514439106,0.978733956814,0.984172403812,0.0507968179882,0.0382581092417,0.469040036201,0.0592459589243,13.3552827835,0.0010000000475
3,0.900900840759,0.983353435993,0.986848771572,0.0395630374551,0.052864164114,0.565787315369,0.617594242096,0.945565164089,0.0010000000475
4,0.965669631958,0.995159864426,0.993262887001,0.0222717877477,0.0412926375866,0.5,0.958707332611,0.521720409393,0.00010000000475
5,0.985019207001,0.997395992279,0.995385527611,0.0150368986651,0.440683275461,0.876842081547,0.961400330067,0.121973060071,0.00010000000475
6,0.99082416296,0.997803807259,0.996585309505,0.0114325052127,0.753214001656,0.962974369526,0.97666066885,0.0691480413079,0.00010000000475
7,0.995516717434,0.999684631824,0.997831225395,0.00820082332939,0.768598198891,0.961457848549,0.974865376949,0.0759605020285,0.00010000000475
8,0.997571706772,0.999854385853,0.998615682125,0.00593608245254,0.651059687138,0.943331778049,0.946140050888,0.158415555954,0.00010000000475
9,0.999659240246,0.999983727932,0.999400138855,0.00353707862087,0.831815004349,0.96641433239,0.977558374405,0.0635619610548,1.00000006569e-05
10,0.999603390694,0.999982774258,0.99953854084,0.00337622268125,0.866778671741,0.970444619656,0.982944369316,0.0502246022224,1.00000006569e-05
11,0.999881923199,0.99999499321,0.999492406845,0.00292223249562,0.887758493423,0.972368180752,0.985637366772,0.0489154607058,1.00000006569e-05
12,0.999897360802,0.999995589256,0.999630868435,0.00285747740418,0.889413833618,0.972724378109,0.985637366772,0.0516406148672,1.00000006569e-05
13,0.999906420708,0.999996006489,0.99967700243,0.00261498196051,0.892264962196,0.973172128201,0.986535012722,0.0514287017286,1.00000006569e-05
14,0.999967932701,0.999998629093,0.999815404415,0.00232862075791,0.894970715046,0.973508000374,0.984739661217,0.0532030425966,1.00000011116e-06
15,0.999964237213,0.999998390675,0.99976927042,0.00251008104533,0.888684034348,0.963096499443,0.984739661217,0.0542218275368,1.00000011116e-06
16,0.999924898148,0.99999666214,0.999723136425,0.00252688978799,0.888728737831,0.963279724121,0.984739661217,0.0547031611204,1.00000008274e-07
17,0.999956250191,0.999998152256,0.999584674835,0.00250473618507,0.887173295021,0.963157474995,0.984739661217,0.0556863732636,1.00000008274e-07
18,0.99997574091,0.999998927116,0.999630868435,0.00239310553297,0.888696491718,0.96331012249,0.984739661217,0.0556358732283,1.00000008274e-08
19,0.999962091446,0.999998390675,0.99976927042,0.00237697619013,0.888754248619,0.963320314884,0.984739661217,0.0557091012597,1.00000008274e-08
20,0.999946117401,0.999997675419,0.99967700243,0.00238151079975,0.888888776302,0.963330566883,0.984739661217,0.0553962178528,1.00000008274e-09
21,0.999891340733,0.99999499321,0.999723136425,0.00231001176871,0.88983386755,0.963330507278,0.984739661217,0.0555355772376,1.00000008274e-09
22,0.999972343445,0.999998867512,0.999723136425,0.00228549982421,0.888680458069,0.963310182095,0.984739661217,0.0553835444152,1.00000008274e-10
23,0.999975085258,0.999998927116,0.999723136425,0.00235692830756,0.886892080307,0.96322876215,0.984739661217,0.056073050946,1.00000008274e-10
24,0.999936521053,0.999997317791,0.99976927042,0.00248651532456,0.888778090477,0.963259339333,0.984739661217,0.0558558106422,1.00000008274e-11
25,0.999930858612,0.999996960163,0.999584674835,0.00251537980512,0.888222694397,0.963249146938,0.984739661217,0.0563762672246,1.00000008274e-11
26,0.999953985214,0.999998092651,0.99967700243,0.00239468296058,0.889161109924,0.963330566883,0.984739661217,0.0553236939013,1.00000010442e-12
27,0.999958992004,0.999998271465,0.99967700243,0.0024766321294,0.888458848,0.963259279728,0.984739661217,0.0562177076936,1.00000010442e-12
