,AUPRC,AUROC,accuracy,loss,val_AUPRC,val_AUROC,val_accuracy,val_loss,lr
0,0.557193875313,0.944775044918,0.996593117714,0.0128834750503,0.00479466328397,0.5,0.99520534277,18.4108943939,0.0010000000475
1,0.296230435371,0.895247459412,0.995792150497,0.0190621465445,0.00481221871451,0.501832842827,0.00479466328397,8.62277698517,0.0010000000475
2,0.464725196362,0.93175971508,0.996220052242,0.0153785031289,0.00482941744849,0.50337767601,0.0256410259753,8.36710739136,0.0010000000475
3,0.561146140099,0.945272505283,0.996746718884,0.013259713538,0.00479466328397,0.5,0.99520534277,11.2790737152,0.0010000000475
4,0.599709033966,0.951760172844,0.996861934662,0.0122317122295,0.00479466328397,0.5,0.99520534277,74.4236907959,0.0010000000475
5,0.73905134201,0.971848905087,0.997520267963,0.00908554065973,0.0189995374531,0.848767578602,0.434542417526,2.73635911942,0.00010000000475
6,0.772347450256,0.976552128792,0.997778117657,0.00815951731056,0.0128248259425,0.810403108597,0.284240156412,4.62076759338,0.00010000000475
7,0.784432291985,0.977033019066,0.997794568539,0.00781619269401,0.0113801425323,0.780183911324,0.160829678178,5.1934132576,0.00010000000475
8,0.820057868958,0.984386622906,0.997997581959,0.00700614275411,0.715549468994,0.948895573616,0.996351897717,0.0137785626575,1.00000006569e-05
9,0.832203745842,0.98418700695,0.998096287251,0.00667559914291,0.712468266487,0.948892116547,0.996247649193,0.0144103737548,1.00000006569e-05
10,0.833375573158,0.983122169971,0.998134732246,0.00661848159507,0.707568705082,0.948772668839,0.996351897717,0.0153134977445,1.00000006569e-05
11,0.83858025074,0.983842730522,0.998090803623,0.00649604201317,0.718279480934,0.95097887516,0.997289955616,0.0104226358235,1.00000011116e-06
12,0.84208625555,0.985516667366,0.998134732246,0.00645268708467,0.717920899391,0.950995922089,0.997289955616,0.0104039171711,1.00000011116e-06
13,0.842921495438,0.983973264694,0.998112797737,0.00640994915739,0.715132832527,0.95092189312,0.99739420414,0.0103834606707,1.00000011116e-06
14,0.835691094398,0.985607028008,0.998134732246,0.00648353016004,0.719646334648,0.951234996319,0.99739420414,0.0103177484125,1.00000008274e-07
15,0.841250300407,0.984988927841,0.998129248619,0.00641938485205,0.720743179321,0.951268017292,0.997498452663,0.0103193353862,1.00000008274e-07
16,0.83737641573,0.984958171844,0.998123764992,0.00650965282694,0.720393419266,0.95128172636,0.99739420414,0.0103086996824,1.00000008274e-08
17,0.838349103928,0.983925998211,0.998145699501,0.0064649656415,0.719145357609,0.95130777359,0.997289955616,0.0103225689381,1.00000008274e-08
18,0.838205337524,0.983383655548,0.998101770878,0.0064475289546,0.720269083977,0.951180279255,0.997498452663,0.0103236613795,1.00000008274e-09
19,0.837598085403,0.984403967857,0.998156666756,0.00646550534293,0.720469117165,0.951322674751,0.997602641582,0.0102891437709,1.00000008274e-09
20,0.836762189865,0.985009431839,0.998096287251,0.00652259960771,0.718918919563,0.951074421406,0.997289955616,0.0102958679199,1.00000008274e-10
21,0.841914772987,0.984416663647,0.998112797737,0.00641936296597,0.71869379282,0.951104104519,0.997498452663,0.0103239258751,1.00000008274e-10
22,0.837899386883,0.98497569561,0.998118281364,0.0064742770046,0.717871546745,0.951064169407,0.99739420414,0.010334267281,1.00000008274e-11
23,0.835560321808,0.986118912697,0.998079836369,0.00650187116116,0.719134926796,0.951242923737,0.99739420414,0.0103488434106,1.00000008274e-11
24,0.83167642355,0.982626438141,0.998057901859,0.00663122627884,0.718345522881,0.951340854168,0.99739420414,0.0103495372459,1.00000010442e-12
25,0.846316933632,0.982935845852,0.998151183128,0.00631760573015,0.71973669529,0.951344251633,0.997498452663,0.0103408684954,1.00000010442e-12
26,0.831216752529,0.98368704319,0.99810731411,0.00662683136761,0.7195353508,0.95132035017,0.997602641582,0.0102883167565,1.00000011798e-13
27,0.840698003769,0.985526204109,0.998151183128,0.0064513636753,0.720539689064,0.951346576214,0.997498452663,0.0103174624965,1.00000011798e-13
