,AUPRC,AUROC,accuracy,loss,val_AUPRC,val_AUROC,val_accuracy,val_loss,lr
0,0.596501410007,0.914915919304,0.970634460449,0.0955320522189,0.0377903878689,0.463461220264,0.866258740425,0.431079685688,0.0010000000475
1,0.803944766521,0.965616047382,0.981363296509,0.0602286122739,0.052374176681,0.598548710346,0.95454543829,0.192555680871,0.0010000000475
2,0.863309860229,0.979783058167,0.984877884388,0.0471339188516,0.0342041999102,0.461976289749,0.958041965961,0.198367774487,0.0010000000475
3,0.896941721439,0.987078368664,0.987236380577,0.0392147451639,0.0479727759957,0.567375421524,0.958916068077,0.221247687936,0.0010000000475
4,0.967927575111,0.99642854929,0.993294477463,0.0222755912691,0.0702645480633,0.660855710506,0.941433548927,0.360053747892,0.00010000000475
5,0.990229725838,0.998894095421,0.995884180069,0.0132698072121,0.386249274015,0.872901320457,0.9650349617,0.133495956659,0.00010000000475
6,0.994276344776,0.999144256115,0.997040331364,0.00996357388794,0.780297636986,0.935148894787,0.974650323391,0.0904025658965,0.00010000000475
7,0.997986793518,0.999908745289,0.998057723045,0.0069682225585,0.832598984241,0.939247250557,0.98251748085,0.0684949830174,0.00010000000475
8,0.999585986137,0.999982237816,0.999075114727,0.00413838401437,0.830943346024,0.911410152912,0.98251748085,0.0824954658747,0.00010000000475
9,0.999665796757,0.999986052513,0.99926006794,0.00293240323663,0.807908058167,0.917715966702,0.985139846802,0.0789196789265,0.00010000000475
10,0.999992072582,0.999999642372,0.999907493591,0.00166222464759,0.924268245697,0.965995550156,0.988636374474,0.037744063884,1.00000006569e-05
11,0.999999344349,1.00000011921,0.999907493591,0.0014179116115,0.927599191666,0.966411232948,0.990384638309,0.0345252230763,1.00000006569e-05
12,0.999986886978,0.999999523163,0.999768793583,0.00148242979776,0.928629100323,0.966549873352,0.989510476589,0.0372153744102,1.00000006569e-05
13,0.999949514866,0.999997794628,0.999907493591,0.00153807434253,0.929775297642,0.966559708118,0.991258740425,0.0351345092058,1.00000006569e-05
14,0.999976158142,0.999999046326,0.999907493591,0.00130014074966,0.922384738922,0.976963996887,0.991258740425,0.0367679335177,1.00000011116e-06
15,0.999998688698,1.0,0.999907493591,0.00122481933795,0.921600818634,0.976874887943,0.992132842541,0.0372778251767,1.00000011116e-06
16,0.999982833862,0.999999284744,0.999953746796,0.00117191846948,0.921443939209,0.976864993572,0.992132842541,0.0380494594574,1.00000008274e-07
17,0.999993443489,0.999999761581,0.999907493591,0.00122918968555,0.920839309692,0.976795732975,0.992132842541,0.0382796563208,1.00000008274e-07
18,1.0,1.0,0.999953746796,0.00120146328118,0.920024335384,0.976736307144,0.992132842541,0.0390384010971,1.00000008274e-08
19,0.999998748302,0.999999940395,0.999953746796,0.00121909880545,0.918067157269,0.976587772369,0.992132842541,0.0390802323818,1.00000008274e-08
20,0.999977588654,0.999999046326,0.999861240387,0.00128458708059,0.918259143829,0.976617515087,0.992132842541,0.0387118421495,1.00000008274e-09
21,0.999999940395,0.999999940395,0.999953746796,0.0011657968862,0.918106794357,0.976617515087,0.992132842541,0.0391091704369,1.00000008274e-09
22,0.999999940395,0.999999940395,0.999953746796,0.0012327254517,0.920401394367,0.976726353168,0.992132842541,0.038124602288,1.00000008274e-10
23,0.999997377396,0.999999880791,0.999861240387,0.00120575842448,0.918526768684,0.976627409458,0.992132842541,0.0388694517314,1.00000008274e-10
24,1.0,1.0,0.999953746796,0.00111142150126,0.919062972069,0.976706624031,0.992132842541,0.0389056093991,1.00000008274e-11
25,1.0,0.999999880791,0.999953746796,0.00113461387809,0.918025434017,0.976637363434,0.992132842541,0.0387227199972,1.00000008274e-11
26,0.999829292297,0.999991595745,0.999815046787,0.0014683335321,0.919879734516,0.976696670055,0.992132842541,0.0387030504644,1.00000010442e-12
27,0.999977588654,0.999998986721,0.999815046787,0.00134877709206,0.919502139091,0.976676881313,0.992132842541,0.0387594029307,1.00000010442e-12
